"","actorparty","ads_count","sent_count","avg_sent","sd_sent"
"1","BQ",7,59,8.42857142857143,4.64962876142253
"2","CPC",15,152,10.1333333333333,3.02056443795022
"3","GPC",2,13,6.5,0.707106781186548
"4","LPC",26,157,6.03846153846154,3.28000938084962
"5","NDP",22,289,13.1363636363636,7.09993597922481
